date;categorie;montant_ht;tva_20pct;montant_ttc;justificatif;statut
05/02/2022;Taxi/VTC;8000,99;1600,20;9601,19;photo floue;rejete
26/07/2023;Telecom;100,50;20,10;120,60;oui;en attente
20/06/2023;Taxi/VTC;2573,00;514,60;3087,60;non;valide
02/05/2023;Representation;4943,00;988,60;5931,60;oui;valide
26/03/2023;Formation;800,99;160,20;961,19;perdu;en attente
13/08/2022;Deplacement;3500,50;700,10;4200,60;non;rejete
16/10/2023;Formation;2000,99;400,20;2401,19;photo floue;valide
19/05/2022;Representation;700,00;140,00;840,00;perdu;rejete
28/05/2023;Restaurant;4384,00;876,80;5260,80;photo floue;valide
09/02/2023;Taxi/VTC;300,50;60,10;360,60;perdu;en attente
11/05/2023;Representation;800,00;160,00;960,00;non;en attente
29/08/2023;Representation;832,99;166,60;999,59;photo floue;rejete
05/11/2022;Taxi/VTC;500,00;100,00;600,00;perdu;rejete
31/01/2023;Telecom;7500,00;1500,00;9000,00;photo floue;en attente
03/11/2023;Taxi/VTC;900,99;180,20;1081,19;non;en attente
07/07/2022;Informatique;600,00;120,00;720,00;perdu;en attente
25/02/2022;Fournitures;215,00;43,00;258,00;non;rejete
28/06/2023;Taxi/VTC;2016,00;403,20;2419,20;non;rejete
20/02/2022;Hotel;1825,00;365,00;2190,00;perdu;rejete
28/04/2023;Restaurant;550,00;110,00;660,00;non;valide
18/01/2022;Representation;100,00;20,00;120,00;photo floue;en attente
10/02/2023;Fournitures;175,99;35,20;211,19;oui;en attente
02/05/2023;Telecom;1461,50;292,30;1753,80;photo floue;rejete
22/12/2022;Telecom;95,99;19,20;115,19;photo floue;valide
17/02/2023;Formation;400,00;80,00;480,00;oui;rejete
04/10/2023;Representation;800,50;160,10;960,60;non;rejete
05/04/2023;Transport;3045,00;609,00;3654,00;oui;en attente
01/06/2022;Taxi/VTC;4500,50;900,10;5400,60;oui;en attente
03/01/2023;Telecom;9000,99;1800,20;10801,19;perdu;valide
25/04/2022;Taxi/VTC;8000,00;1600,00;9600,00;non;rejete
17/02/2022;Informatique;400,99;80,20;481,19;perdu;valide
23/03/2023;Formation;1200,00;240,00;1440,00;photo floue;en attente
07/02/2022;Restaurant;500,99;100,20;601,19;perdu;valide
09/01/2023;Informatique;3225,00;645,00;3870,00;photo floue;valide
06/01/2022;Formation;850,50;170,10;1020,60;perdu;en attente
02/12/2022;Taxi/VTC;2000,99;400,20;2401,19;non;valide
03/07/2023;Telecom;2321,00;464,20;2785,20;oui;rejete
18/12/2022;Hotel;4228,00;845,60;5073,60;perdu;en attente
11/05/2022;Taxi/VTC;2000,00;400,00;2400,00;photo floue;en attente
02/02/2023;Fournitures;4574,50;914,90;5489,40;non;en attente
29/07/2022;Fournitures;900,00;180,00;1080,00;photo floue;rejete
06/05/2023;Restaurant;700,99;140,20;841,19;oui;valide
19/03/2022;Hotel;1200,99;240,20;1441,19;oui;valide
20/09/2022;Telecom;175,00;35,00;210,00;oui;valide
11/01/2023;Formation;3741,00;748,20;4489,20;oui;valide
14/10/2023;Transport;1690,00;338,00;2028,00;perdu;valide
02/02/2022;Transport;4500,00;900,00;5400,00;perdu;valide
10/09/2023;Hotel;3000,00;600,00;3600,00;non;rejete
19/02/2022;Representation;2548,00;509,60;3057,60;perdu;valide
31/07/2022;Transport;6000,00;1200,00;7200,00;oui;valide
02/03/2022;Fournitures;1200,00;240,00;1440,00;photo floue;rejete
24/09/2022;Deplacement;1100,99;220,20;1321,19;non;rejete
03/05/2023;Representation;4000,00;800,00;4800,00;photo floue;rejete
01/03/2022;Transport;300,00;60,00;360,00;perdu;rejete
12/04/2023;Transport;3180,99;636,20;3817,19;oui;en attente
07/02/2023;Hotel;4500,00;900,00;5400,00;non;rejete
27/11/2022;Informatique;550,99;110,20;661,19;photo floue;valide
24/12/2023;Fournitures;2872,00;574,40;3446,40;photo floue;en attente
09/08/2022;Restaurant;800,00;160,00;960,00;perdu;en attente
08/01/2023;Deplacement;870,99;174,20;1045,19;non;en attente
07/07/2023;Restaurant;4903,99;980,80;5884,79;perdu;rejete
13/01/2023;Hotel;634,99;127,00;761,99;perdu;en attente
14/05/2022;Telecom;200,50;40,10;240,60;perdu;valide
29/12/2022;Informatique;1000,00;200,00;1200,00;photo floue;rejete
14/08/2022;Representation;8500,00;1700,00;10200,00;non;rejete
23/09/2022;Representation;250,50;50,10;300,60;oui;rejete
15/08/2023;Representation;90,00;18,00;108,00;photo floue;valide
15/09/2023;Telecom;700,50;140,10;840,60;photo floue;rejete
20/10/2022;Transport;383,50;76,70;460,20;perdu;valide
06/03/2022;Representation;9500,50;1900,10;11400,60;photo floue;valide
26/12/2023;Fournitures;200,00;40,00;240,00;perdu;rejete
20/06/2023;Informatique;2000,00;400,00;2400,00;oui;rejete
12/05/2022;Representation;2500,00;500,00;3000,00;oui;valide
17/06/2022;Formation;1500,00;300,00;1800,00;perdu;rejete
01/02/2023;Restaurant;450,50;90,10;540,60;perdu;en attente
11/08/2022;Representation;8500,00;1700,00;10200,00;perdu;en attente
06/12/2022;Informatique;90,00;18,00;108,00;oui;rejete
29/03/2023;Representation;350,50;70,10;420,60;perdu;en attente
20/08/2022;Restaurant;900,00;180,00;1080,00;oui;rejete
24/09/2022;Deplacement;800,00;160,00;960,00;non;valide
02/05/2022;Informatique;1800,00;360,00;2160,00;non;en attente
08/01/2023;Restaurant;150,00;30,00;180,00;non;valide
17/06/2022;Telecom;900,50;180,10;1080,60;non;en attente
20/12/2022;Transport;850,50;170,10;1020,60;perdu;valide
17/01/2022;Transport;1000,00;200,00;1200,00;photo floue;rejete
10/02/2022;Representation;800,99;160,20;961,19;perdu;valide
07/08/2022;Informatique;2500,00;500,00;3000,00;oui;valide
03/04/2023;Fournitures;4093,00;818,60;4911,60;perdu;rejete
05/09/2022;Informatique;5500,50;1100,10;6600,60;oui;valide
08/06/2023;Restaurant;3653,00;730,60;4383,60;oui;rejete
27/08/2023;Transport;900,50;180,10;1080,60;non;en attente
13/11/2022;Informatique;3388,00;677,60;4065,60;oui;valide
25/09/2022;Hotel;1800,50;360,10;2160,60;photo floue;en attente
14/08/2023;Hotel;2500,00;500,00;3000,00;oui;en attente
28/08/2023;Fournitures;8500,00;1700,00;10200,00;perdu;rejete
29/07/2023;Telecom;2099,00;419,80;2518,80;non;en attente
05/08/2022;Transport;900,00;180,00;1080,00;perdu;rejete
23/06/2022;Informatique;1500,00;300,00;1800,00;perdu;en attente
06/09/2023;Telecom;3710,99;742,20;4453,19;perdu;rejete
07/10/2023;Fournitures;1200,99;240,20;1441,19;oui;valide
07/06/2023;Fournitures;500,50;100,10;600,60;oui;valide
31/10/2023;Telecom;4739,00;947,80;5686,80;non;rejete
06/03/2023;Informatique;9500,00;1900,00;11400,00;oui;valide
30/07/2023;Hotel;1816,00;363,20;2179,20;non;en attente
04/04/2023;Formation;250,50;50,10;300,60;perdu;en attente
09/12/2022;Fournitures;4500,99;900,20;5401,19;perdu;rejete
24/01/2022;Taxi/VTC;900,00;180,00;1080,00;non;rejete
24/11/2022;Representation;550,00;110,00;660,00;non;valide
30/08/2022;Transport;1630,99;326,20;1957,19;non;valide
02/10/2022;Restaurant;900,00;180,00;1080,00;perdu;en attente
31/08/2023;Fournitures;4842,00;968,40;5810,40;photo floue;valide
05/04/2022;Deplacement;3000,00;600,00;3600,00;oui;rejete
30/10/2023;Deplacement;250,50;50,10;300,60;photo floue;en attente
29/01/2023;Fournitures;5500,00;1100,00;6600,00;oui;en attente
24/08/2022;Transport;700,99;140,20;841,19;perdu;valide
30/01/2023;Transport;120,00;24,00;144,00;photo floue;en attente
06/01/2023;Transport;175,00;35,00;210,00;perdu;rejete
14/10/2023;Transport;2760,00;552,00;3312,00;perdu;en attente
11/11/2022;Informatique;75,00;15,00;90,00;perdu;en attente
11/07/2022;Representation;950,00;190,00;1140,00;photo floue;valide
24/10/2022;Taxi/VTC;1000,99;200,20;1201,19;photo floue;en attente
16/03/2022;Restaurant;4752,00;950,40;5702,40;non;en attente
28/07/2022;Telecom;850,50;170,10;1020,60;perdu;en attente
28/03/2022;Transport;250,99;50,20;301,19;photo floue;rejete
05/09/2022;Deplacement;500,00;100,00;600,00;non;en attente
09/03/2022;Restaurant;1000,00;200,00;1200,00;photo floue;en attente
19/08/2022;Restaurant;8000,00;1600,00;9600,00;perdu;en attente
06/03/2022;Hotel;1355,00;271,00;1626,00;non;rejete
06/01/2022;Informatique;500,50;100,10;600,60;non;rejete
28/03/2023;Telecom;90,00;18,00;108,00;photo floue;valide
22/04/2023;Hotel;1800,50;360,10;2160,60;non;valide
02/04/2022;Restaurant;5500,00;1100,00;6600,00;oui;valide
25/03/2022;Formation;800,00;160,00;960,00;perdu;rejete
11/10/2022;Hotel;4943,00;988,60;5931,60;photo floue;valide
28/02/2022;Restaurant;1045,00;209,00;1254,00;photo floue;rejete
23/05/2023;Restaurant;4330,00;866,00;5196,00;non;valide
13/09/2022;Restaurant;1063,50;212,70;1276,20;oui;rejete
14/12/2022;Formation;4500,50;900,10;5400,60;non;valide
14/03/2023;Deplacement;450,99;90,20;541,19;non;en attente
01/03/2022;Fournitures;9000,00;1800,00;10800,00;oui;valide
16/07/2022;Representation;1095,00;219,00;1314,00;photo floue;valide
11/09/2023;Telecom;4000,99;800,20;4801,19;non;rejete
17/10/2023;Informatique;6000,00;1200,00;7200,00;photo floue;rejete
20/03/2023;Hotel;100,50;20,10;120,60;perdu;valide
10/12/2022;Telecom;300,00;60,00;360,00;photo floue;valide
18/10/2023;Taxi/VTC;750,50;150,10;900,60;photo floue;en attente
06/12/2023;Deplacement;1000,50;200,10;1200,60;perdu;rejete
26/05/2022;Hotel;1996,00;399,20;2395,20;perdu;en attente
12/10/2023;Representation;300,00;60,00;360,00;perdu;rejete
26/12/2022;Hotel;500,99;100,20;601,19;non;en attente
08/09/2022;Restaurant;250,99;50,20;301,19;perdu;rejete
15/04/2022;Telecom;950,00;190,00;1140,00;perdu;valide
19/07/2022;Hotel;1871,00;374,20;2245,20;perdu;en attente
11/09/2023;Fournitures;3500,00;700,00;4200,00;oui;en attente
11/09/2022;Informatique;2500,99;500,20;3001,19;photo floue;en attente
02/04/2022;Telecom;850,00;170,00;1020,00;non;rejete
28/12/2023;Restaurant;3538,00;707,60;4245,60;perdu;rejete
15/02/2022;Formation;752,99;150,60;903,59;oui;rejete
12/05/2022;Informatique;200,99;40,20;241,19;perdu;valide
08/07/2023;Transport;6000,99;1200,20;7201,19;non;rejete
22/10/2023;Fournitures;2000,50;400,10;2400,60;photo floue;valide
16/12/2022;Transport;350,00;70,00;420,00;photo floue;rejete
23/08/2023;Fournitures;350,00;70,00;420,00;perdu;valide
07/07/2023;Deplacement;1200,00;240,00;1440,00;photo floue;en attente
17/04/2023;Deplacement;3616,00;723,20;4339,20;photo floue;rejete
18/03/2023;Representation;8000,99;1600,20;9601,19;non;en attente
25/09/2022;Fournitures;750,99;150,20;901,19;photo floue;en attente
03/01/2022;Deplacement;700,00;140,00;840,00;photo floue;rejete
06/06/2022;Representation;90,00;18,00;108,00;photo floue;rejete
11/01/2023;Taxi/VTC;8000,00;1600,00;9600,00;perdu;rejete
08/05/2022;Representation;200,99;40,20;241,19;non;en attente
01/07/2023;Telecom;1000,00;200,00;1200,00;photo floue;rejete
08/03/2023;Deplacement;764,00;152,80;916,80;photo floue;en attente
10/06/2022;Hotel;550,00;110,00;660,00;non;en attente
03/06/2023;Restaurant;1800,50;360,10;2160,60;oui;valide
28/11/2022;Deplacement;1800,00;360,00;2160,00;photo floue;en attente
17/05/2023;Transport;6000,00;1200,00;7200,00;oui;valide
25/08/2022;Formation;400,00;80,00;480,00;non;rejete
01/10/2023;Informatique;6000,00;1200,00;7200,00;oui;rejete
01/04/2023;Representation;4000,99;800,20;4801,19;photo floue;en attente
25/07/2022;Restaurant;700,00;140,00;840,00;perdu;en attente
20/02/2022;Deplacement;3500,00;700,00;4200,00;photo floue;valide
07/01/2022;Formation;2000,00;400,00;2400,00;oui;rejete
11/12/2022;Hotel;5500,99;1100,20;6601,19;oui;en attente
15/01/2022;Telecom;3014,99;603,00;3617,99;perdu;valide
12/11/2022;Telecom;750,00;150,00;900,00;oui;valide
30/10/2023;Taxi/VTC;750,00;150,00;900,00;non;rejete
12/07/2022;Hotel;1363,50;272,70;1636,20;perdu;valide
24/06/2022;Formation;600,00;120,00;720,00;oui;en attente
09/01/2022;Taxi/VTC;4694,00;938,80;5632,80;photo floue;en attente
10/01/2023;Informatique;650,00;130,00;780,00;oui;rejete
14/09/2022;Transport;3500,00;700,00;4200,00;non;valide
04/08/2023;Telecom;90,00;18,00;108,00;photo floue;en attente
18/07/2023;Formation;1800,50;360,10;2160,60;perdu;valide
29/12/2023;Hotel;4000,50;800,10;4800,60;non;en attente
26/10/2023;Telecom;4187,99;837,60;5025,59;non;en attente
29/05/2023;Telecom;3500,00;700,00;4200,00;perdu;rejete
24/08/2023;Restaurant;1722,00;344,40;2066,40;perdu;en attente
18/02/2022;Fournitures;2621,50;524,30;3145,80;photo floue;valide
26/06/2023;Informatique;329,00;65,80;394,80;perdu;rejete
02/06/2023;Taxi/VTC;1000,00;200,00;1200,00;oui;valide
30/06/2023;Transport;297,00;59,40;356,40;photo floue;en attente
25/10/2022;Formation;95,00;19,00;114,00;oui;en attente
28/05/2022;Taxi/VTC;950,00;190,00;1140,00;photo floue;rejete
27/10/2022;Representation;950,00;190,00;1140,00;oui;rejete
21/07/2023;Hotel;800,50;160,10;960,60;oui;rejete
10/07/2023;Telecom;9999,00;1999,80;11998,80;photo floue;en attente
26/06/2022;Representation;5000,00;1000,00;6000,00;oui;rejete
29/12/2022;Hotel;1800,00;360,00;2160,00;perdu;valide
26/10/2022;Hotel;300,00;60,00;360,00;photo floue;rejete
27/04/2022;Hotel;6000,50;1200,10;7200,60;photo floue;en attente
07/04/2022;Fournitures;2000,00;400,00;2400,00;perdu;en attente
21/05/2022;Hotel;450,00;90,00;540,00;perdu;valide
14/07/2022;Telecom;821,99;164,40;986,39;perdu;en attente
21/01/2022;Restaurant;2500,00;500,00;3000,00;perdu;valide
07/07/2023;Fournitures;8000,50;1600,10;9600,60;oui;valide
05/05/2022;Deplacement;9000,00;1800,00;10800,00;photo floue;rejete
05/08/2023;Fournitures;550,99;110,20;661,19;oui;rejete
04/12/2022;Taxi/VTC;3623,00;724,60;4347,60;oui;valide
11/11/2022;Fournitures;9999,00;1999,80;11998,80;perdu;rejete
07/12/2023;Telecom;300,00;60,00;360,00;non;en attente
09/10/2022;Informatique;395,00;79,00;474,00;non;rejete
28/06/2022;Representation;950,50;190,10;1140,60;perdu;en attente
06/06/2023;Informatique;6000,00;1200,00;7200,00;non;rejete
01/07/2023;Restaurant;4500,99;900,20;5401,19;photo floue;rejete
19/04/2022;Taxi/VTC;250,00;50,00;300,00;oui;valide
13/02/2023;Restaurant;500,00;100,00;600,00;oui;en attente
02/02/2023;Informatique;238,00;47,60;285,60;non;valide
13/05/2022;Formation;1200,00;240,00;1440,00;oui;en attente
27/12/2023;Hotel;5500,00;1100,00;6600,00;non;en attente
30/07/2022;Representation;1000,99;200,20;1201,19;non;rejete
18/01/2022;Deplacement;400,00;80,00;480,00;oui;rejete
19/03/2023;Restaurant;250,99;50,20;301,19;perdu;rejete
23/08/2022;Transport;938,00;187,60;1125,60;perdu;en attente
25/04/2023;Hotel;550,50;110,10;660,60;non;rejete
21/06/2022;Fournitures;850,00;170,00;1020,00;perdu;en attente
14/11/2022;Hotel;750,50;150,10;900,60;perdu;en attente
23/11/2023;Taxi/VTC;8000,00;1600,00;9600,00;oui;en attente
15/09/2023;Deplacement;7500,99;1500,20;9001,19;perdu;valide
08/02/2023;Telecom;500,00;100,00;600,00;perdu;en attente
18/04/2022;Informatique;800,99;160,20;961,19;photo floue;en attente
29/01/2022;Representation;4713,00;942,60;5655,60;photo floue;valide
03/08/2022;Hotel;4500,00;900,00;5400,00;non;en attente
23/04/2022;Taxi/VTC;3247,00;649,40;3896,40;oui;rejete
25/07/2022;Restaurant;5000,00;1000,00;6000,00;perdu;en attente
10/01/2023;Representation;700,00;140,00;840,00;non;valide
02/08/2023;Informatique;900,00;180,00;1080,00;perdu;rejete
31/03/2022;Fournitures;3013,50;602,70;3616,20;perdu;valide
17/02/2022;Telecom;400,00;80,00;480,00;oui;rejete
16/06/2023;Representation;700,00;140,00;840,00;perdu;en attente
26/11/2023;Representation;250,00;50,00;300,00;non;valide
05/07/2022;Telecom;1800,00;360,00;2160,00;perdu;rejete
16/11/2023;Fournitures;1817,00;363,40;2180,40;non;valide
22/12/2022;Taxi/VTC;900,00;180,00;1080,00;oui;en attente
01/03/2022;Representation;400,99;80,20;481,19;photo floue;rejete
30/07/2023;Deplacement;800,50;160,10;960,60;perdu;valide
31/03/2022;Deplacement;750,50;150,10;900,60;non;rejete
22/06/2022;Taxi/VTC;2844,50;568,90;3413,40;non;en attente
08/04/2022;Deplacement;335,50;67,10;402,60;photo floue;en attente
10/09/2022;Representation;8000,50;1600,10;9600,60;oui;rejete
30/05/2022;Deplacement;1443,00;288,60;1731,60;oui;en attente
13/10/2023;Representation;3000,00;600,00;3600,00;photo floue;en attente
22/09/2022;Telecom;1000,99;200,20;1201,19;perdu;en attente
23/04/2023;Formation;2500,50;500,10;3000,60;photo floue;en attente
17/03/2023;Taxi/VTC;2500,50;500,10;3000,60;photo floue;en attente
06/01/2023;Fournitures;7500,00;1500,00;9000,00;photo floue;en attente
17/10/2022;Restaurant;488,99;97,80;586,79;non;valide
28/08/2023;Taxi/VTC;100,50;20,10;120,60;oui;en attente
08/05/2022;Telecom;3292,00;658,40;3950,40;photo floue;valide
14/05/2022;Informatique;782,00;156,40;938,40;perdu;rejete
28/07/2023;Transport;250,00;50,00;300,00;non;rejete
05/11/2023;Hotel;2500,00;500,00;3000,00;oui;en attente
03/07/2022;Taxi/VTC;1500,00;300,00;1800,00;oui;rejete
31/03/2023;Representation;90,00;18,00;108,00;oui;en attente
11/01/2023;Telecom;400,00;80,00;480,00;oui;rejete
09/04/2022;Transport;100,00;20,00;120,00;non;valide
04/12/2023;Representation;250,00;50,00;300,00;non;en attente
28/09/2023;Taxi/VTC;890,00;178,00;1068,00;photo floue;rejete
06/01/2022;Taxi/VTC;800,00;160,00;960,00;non;en attente
20/05/2023;Representation;5500,50;1100,10;6600,60;perdu;valide
03/07/2022;Formation;6000,00;1200,00;7200,00;perdu;valide
28/11/2022;Taxi/VTC;175,50;35,10;210,60;oui;rejete
27/08/2022;Representation;350,99;70,20;421,19;photo floue;valide
13/02/2023;Telecom;900,99;180,20;1081,19;non;valide
08/10/2023;Hotel;1000,00;200,00;1200,00;perdu;rejete
06/07/2022;Deplacement;250,00;50,00;300,00;oui;rejete
28/08/2022;Hotel;1802,00;360,40;2162,40;non;rejete
06/11/2023;Formation;120,00;24,00;144,00;photo floue;en attente
08/10/2023;Informatique;150,00;30,00;180,00;perdu;en attente
18/10/2022;Formation;1325,50;265,10;1590,60;photo floue;valide
20/07/2022;Taxi/VTC;6000,00;1200,00;7200,00;oui;en attente
21/09/2022;Hotel;7000,00;1400,00;8400,00;oui;en attente
19/04/2023;Hotel;2698,50;539,70;3238,20;perdu;rejete
11/07/2022;Fournitures;4500,50;900,10;5400,60;perdu;rejete
09/03/2023;Deplacement;900,50;180,10;1080,60;non;rejete
16/09/2022;Taxi/VTC;8000,99;1600,20;9601,19;non;rejete
03/06/2023;Hotel;6000,00;1200,00;7200,00;oui;valide
11/04/2023;Taxi/VTC;2500,00;500,00;3000,00;non;rejete
17/04/2023;Hotel;500,99;100,20;601,19;oui;en attente
31/03/2023;Telecom;850,99;170,20;1021,19;photo floue;valide
26/06/2023;Restaurant;650,00;130,00;780,00;non;en attente
21/04/2022;Transport;3729,00;745,80;4474,80;photo floue;en attente
24/02/2023;Formation;4211,99;842,40;5054,39;oui;rejete
11/06/2022;Formation;4840,00;968,00;5808,00;non;rejete
23/09/2023;Deplacement;700,99;140,20;841,19;photo floue;rejete
26/11/2022;Telecom;1200,99;240,20;1441,19;non;rejete
06/03/2023;Informatique;350,50;70,10;420,60;perdu;rejete
19/02/2023;Formation;246,00;49,20;295,20;perdu;rejete
10/12/2023;Fournitures;450,99;90,20;541,19;photo floue;rejete
04/03/2023;Informatique;6000,99;1200,20;7201,19;perdu;en attente
12/06/2022;Telecom;800,99;160,20;961,19;non;en attente
30/10/2023;Restaurant;75,00;15,00;90,00;oui;rejete
24/11/2022;Representation;950,00;190,00;1140,00;oui;valide
25/03/2023;Transport;1000,00;200,00;1200,00;oui;rejete
30/08/2022;Transport;300,50;60,10;360,60;photo floue;valide
21/01/2022;Hotel;550,00;110,00;660,00;non;rejete
30/03/2023;Fournitures;2000,00;400,00;2400,00;oui;rejete
12/11/2023;Fournitures;900,00;180,00;1080,00;non;rejete
20/11/2022;Fournitures;150,50;30,10;180,60;oui;en attente
22/08/2022;Representation;2422,99;484,60;2907,59;non;valide
05/03/2023;Formation;300,00;60,00;360,00;oui;rejete
05/02/2023;Telecom;350,00;70,00;420,00;perdu;en attente
20/04/2023;Transport;2352,99;470,60;2823,59;photo floue;en attente
02/04/2023;Formation;250,50;50,10;300,60;photo floue;en attente
25/10/2022;Taxi/VTC;1500,99;300,20;1801,19;non;rejete
09/05/2022;Restaurant;2613,50;522,70;3136,20;perdu;en attente
15/12/2022;Deplacement;4000,50;800,10;4800,60;perdu;valide
15/12/2023;Representation;4000,50;800,10;4800,60;photo floue;rejete
18/03/2023;Taxi/VTC;1000,00;200,00;1200,00;perdu;rejete
20/06/2023;Restaurant;9500,00;1900,00;11400,00;perdu;rejete
15/12/2022;Taxi/VTC;700,00;140,00;840,00;non;rejete
30/01/2023;Fournitures;750,00;150,00;900,00;oui;rejete
08/02/2022;Taxi/VTC;2546,00;509,20;3055,20;photo floue;en attente
25/08/2022;Informatique;2066,00;413,20;2479,20;perdu;valide
22/06/2023;Formation;400,50;80,10;480,60;non;rejete
25/11/2023;Taxi/VTC;850,00;170,00;1020,00;non;rejete
05/07/2022;Telecom;150,00;30,00;180,00;photo floue;valide
01/06/2023;Telecom;4014,99;803,00;4817,99;photo floue;en attente
14/03/2023;Informatique;2000,00;400,00;2400,00;oui;rejete
11/12/2022;Deplacement;5000,00;1000,00;6000,00;oui;rejete
21/07/2022;Telecom;90,00;18,00;108,00;oui;en attente
02/05/2022;Deplacement;693,00;138,60;831,60;oui;valide
19/11/2022;Fournitures;6000,50;1200,10;7200,60;photo floue;rejete
29/01/2023;Transport;1986,50;397,30;2383,80;oui;rejete
24/07/2023;Restaurant;600,00;120,00;720,00;photo floue;rejete
13/01/2022;Representation;800,99;160,20;961,19;non;rejete
15/10/2022;Informatique;95,99;19,20;115,19;non;rejete
20/12/2023;Transport;2000,00;400,00;2400,00;non;valide
14/04/2022;Fournitures;2881,99;576,40;3458,39;non;rejete
14/05/2022;Formation;5000,00;1000,00;6000,00;oui;en attente
11/12/2022;Telecom;750,00;150,00;900,00;photo floue;en attente
28/01/2023;Hotel;850,99;170,20;1021,19;perdu;valide
20/01/2022;Restaurant;4065,50;813,10;4878,60;non;en attente
13/03/2023;Transport;500,00;100,00;600,00;perdu;en attente
07/07/2023;Restaurant;800,00;160,00;960,00;perdu;rejete
10/04/2022;Hotel;2000,00;400,00;2400,00;oui;valide
27/11/2023;Taxi/VTC;3500,99;700,20;4201,19;perdu;rejete
08/12/2023;Restaurant;1500,50;300,10;1800,60;oui;rejete
28/11/2023;Telecom;150,99;30,20;181,19;oui;rejete
24/06/2022;Transport;350,00;70,00;420,00;oui;valide
08/07/2023;Deplacement;3500,00;700,00;4200,00;photo floue;en attente
21/12/2022;Restaurant;500,00;100,00;600,00;photo floue;en attente
29/06/2022;Representation;2003,00;400,60;2403,60;oui;valide
15/09/2022;Informatique;900,00;180,00;1080,00;non;valide
23/12/2022;Restaurant;90,00;18,00;108,00;photo floue;en attente
30/11/2022;Representation;4000,00;800,00;4800,00;non;rejete
08/05/2022;Fournitures;2575,00;515,00;3090,00;oui;rejete
04/09/2022;Hotel;600,00;120,00;720,00;photo floue;en attente
12/09/2022;Telecom;2171,50;434,30;2605,80;perdu;rejete
05/06/2022;Formation;491,99;98,40;590,39;non;rejete
01/02/2022;Taxi/VTC;300,00;60,00;360,00;non;rejete
04/05/2023;Representation;650,99;130,20;781,19;oui;rejete
21/08/2023;Deplacement;2299,50;459,90;2759,40;perdu;rejete
07/02/2023;Transport;95,99;19,20;115,19;non;valide
30/08/2022;Transport;3500,00;700,00;4200,00;photo floue;rejete
11/07/2022;Representation;120,50;24,10;144,60;oui;valide
05/01/2022;Representation;259,00;51,80;310,80;perdu;en attente
10/01/2022;Transport;3282,50;656,50;3939,00;oui;valide
20/05/2022;Informatique;800,00;160,00;960,00;perdu;valide
22/07/2022;Informatique;400,00;80,00;480,00;perdu;rejete
30/11/2023;Formation;950,50;190,10;1140,60;perdu;en attente
10/11/2023;Representation;6000,00;1200,00;7200,00;non;rejete
21/11/2023;Formation;750,99;150,20;901,19;perdu;rejete
05/04/2023;Informatique;650,00;130,00;780,00;oui;en attente
23/12/2022;Informatique;1957,00;391,40;2348,40;non;rejete
26/12/2023;Representation;3835,00;767,00;4602,00;non;en attente
09/12/2023;Formation;779,50;155,90;935,40;non;rejete
10/05/2022;Representation;846,00;169,20;1015,20;perdu;en attente
15/01/2022;Transport;90,00;18,00;108,00;photo floue;valide
08/02/2022;Informatique;800,00;160,00;960,00;oui;en attente
29/03/2022;Representation;950,00;190,00;1140,00;photo floue;valide
02/06/2023;Taxi/VTC;200,00;40,00;240,00;perdu;rejete
15/02/2023;Deplacement;700,00;140,00;840,00;non;rejete
16/09/2023;Deplacement;1800,00;360,00;2160,00;non;rejete
22/04/2022;Deplacement;1800,00;360,00;2160,00;photo floue;valide
01/12/2022;Fournitures;700,99;140,20;841,19;perdu;en attente
11/04/2022;Informatique;80,99;16,20;97,19;photo floue;valide
27/03/2022;Deplacement;5000,50;1000,10;6000,60;perdu;rejete
29/07/2022;Fournitures;450,00;90,00;540,00;non;rejete
09/01/2022;Telecom;3805,99;761,20;4567,19;perdu;rejete
14/08/2023;Deplacement;4631,99;926,40;5558,39;perdu;rejete
30/06/2022;Telecom;950,99;190,20;1141,19;non;en attente
05/04/2022;Formation;2653,00;530,60;3183,60;photo floue;en attente
13/02/2023;Hotel;4071,00;814,20;4885,20;non;en attente
01/01/2023;Restaurant;350,00;70,00;420,00;photo floue;rejete
03/12/2022;Informatique;3500,99;700,20;4201,19;oui;valide
20/08/2023;Formation;600,00;120,00;720,00;photo floue;valide
10/08/2023;Hotel;750,00;150,00;900,00;perdu;en attente
16/04/2023;Representation;900,00;180,00;1080,00;photo floue;valide
31/10/2022;Fournitures;900,00;180,00;1080,00;oui;rejete
30/08/2023;Deplacement;7000,50;1400,10;8400,60;perdu;valide
12/01/2023;Informatique;75,00;15,00;90,00;perdu;rejete
25/02/2023;Fournitures;550,00;110,00;660,00;perdu;rejete
24/09/2023;Representation;550,00;110,00;660,00;perdu;en attente
08/04/2023;Representation;500,00;100,00;600,00;non;valide
08/04/2023;Telecom;750,99;150,20;901,19;non;valide
25/07/2023;Hotel;1262,00;252,40;1514,40;non;valide
25/07/2022;Telecom;175,50;35,10;210,60;oui;valide
16/07/2023;Telecom;150,00;30,00;180,00;perdu;rejete
23/03/2022;Transport;550,99;110,20;661,19;perdu;en attente
18/04/2023;Restaurant;850,50;170,10;1020,60;non;en attente
24/02/2023;Taxi/VTC;90,99;18,20;109,19;photo floue;valide
18/07/2023;Hotel;4100,50;820,10;4920,60;non;rejete
19/09/2022;Transport;500,50;100,10;600,60;oui;valide
17/04/2022;Telecom;90,00;18,00;108,00;non;en attente
